File,SWE_Sum_mm
20001207_northern_hemisphere_swe_0.25grid.nc,754.00
20001208_northern_hemisphere_swe_0.25grid.nc,691.00
20001209_northern_hemisphere_swe_0.25grid.nc,859.00
20001210_northern_hemisphere_swe_0.25grid.nc,742.00
20001211_northern_hemisphere_swe_0.25grid.nc,671.00
20001212_northern_hemisphere_swe_0.25grid.nc,1665.00
20001213_northern_hemisphere_swe_0.25grid.nc,1893.00
20001214_northern_hemisphere_swe_0.25grid.nc,2331.00
20001215_northern_hemisphere_swe_0.25grid.nc,2624.00
20001216_northern_hemisphere_swe_0.25grid.nc,2255.00
20001217_northern_hemisphere_swe_0.25grid.nc,1633.00
20001218_northern_hemisphere_swe_0.25grid.nc,3304.00
20001219_northern_hemisphere_swe_0.25grid.nc,4152.00
20001220_northern_hemisphere_swe_0.25grid.nc,4760.00
20001221_northern_hemisphere_swe_0.25grid.nc,4882.00
20001222_northern_hemisphere_swe_0.25grid.nc,5625.00
20001223_northern_hemisphere_swe_0.25grid.nc,5498.00
20001224_northern_hemisphere_swe_0.25grid.nc,5883.00
20001225_northern_hemisphere_swe_0.25grid.nc,5963.00
20001226_northern_hemisphere_swe_0.25grid.nc,5952.00
20001227_northern_hemisphere_swe_0.25grid.nc,6280.00
20001228_northern_hemisphere_swe_0.25grid.nc,6429.00
20001229_northern_hemisphere_swe_0.25grid.nc,6507.00
20001230_northern_hemisphere_swe_0.25grid.nc,6446.00
20001231_northern_hemisphere_swe_0.25grid.nc,7155.00
20010101_northern_hemisphere_swe_0.25grid.nc,6516.00
20010102_northern_hemisphere_swe_0.25grid.nc,6645.00
20010103_northern_hemisphere_swe_0.25grid.nc,6398.00
20010104_northern_hemisphere_swe_0.25grid.nc,6964.00
20010105_northern_hemisphere_swe_0.25grid.nc,7031.00
20010106_northern_hemisphere_swe_0.25grid.nc,7164.00
20010107_northern_hemisphere_swe_0.25grid.nc,6528.00
20010108_northern_hemisphere_swe_0.25grid.nc,6990.00
20010109_northern_hemisphere_swe_0.25grid.nc,6502.00
20010110_northern_hemisphere_swe_0.25grid.nc,6870.00
20010111_northern_hemisphere_swe_0.25grid.nc,6243.00
20010112_northern_hemisphere_swe_0.25grid.nc,6055.00
20010113_northern_hemisphere_swe_0.25grid.nc,5890.00
20010114_northern_hemisphere_swe_0.25grid.nc,5262.00
20010115_northern_hemisphere_swe_0.25grid.nc,4552.00
20010116_northern_hemisphere_swe_0.25grid.nc,4318.00
20010117_northern_hemisphere_swe_0.25grid.nc,4826.00
20010118_northern_hemisphere_swe_0.25grid.nc,4854.00
20010119_northern_hemisphere_swe_0.25grid.nc,5355.00
20010120_northern_hemisphere_swe_0.25grid.nc,5650.00
20010121_northern_hemisphere_swe_0.25grid.nc,5434.00
20010122_northern_hemisphere_swe_0.25grid.nc,5409.00
20010123_northern_hemisphere_swe_0.25grid.nc,4715.00
20010124_northern_hemisphere_swe_0.25grid.nc,4982.00
20010125_northern_hemisphere_swe_0.25grid.nc,5173.00
20010126_northern_hemisphere_swe_0.25grid.nc,5164.00
20010127_northern_hemisphere_swe_0.25grid.nc,5711.00
20010128_northern_hemisphere_swe_0.25grid.nc,5714.00
20010129_northern_hemisphere_swe_0.25grid.nc,5823.00
20010130_northern_hemisphere_swe_0.25grid.nc,4321.00
20010131_northern_hemisphere_swe_0.25grid.nc,4282.00
20010201_northern_hemisphere_swe_0.25grid.nc,4340.00
20010202_northern_hemisphere_swe_0.25grid.nc,5853.00
20010203_northern_hemisphere_swe_0.25grid.nc,5940.00
20010204_northern_hemisphere_swe_0.25grid.nc,5353.00
20010205_northern_hemisphere_swe_0.25grid.nc,5051.00
20010206_northern_hemisphere_swe_0.25grid.nc,5115.00
20010207_northern_hemisphere_swe_0.25grid.nc,5610.00
20010208_northern_hemisphere_swe_0.25grid.nc,5082.00
20010209_northern_hemisphere_swe_0.25grid.nc,4831.00
20010210_northern_hemisphere_swe_0.25grid.nc,4357.00
20010211_northern_hemisphere_swe_0.25grid.nc,4364.00
20010212_northern_hemisphere_swe_0.25grid.nc,4074.00
20010213_northern_hemisphere_swe_0.25grid.nc,4329.00
20010214_northern_hemisphere_swe_0.25grid.nc,4268.00
20010215_northern_hemisphere_swe_0.25grid.nc,4388.00
20010216_northern_hemisphere_swe_0.25grid.nc,3923.00
20010217_northern_hemisphere_swe_0.25grid.nc,4053.00
20010218_northern_hemisphere_swe_0.25grid.nc,4286.00
20010219_northern_hemisphere_swe_0.25grid.nc,3605.00
20010220_northern_hemisphere_swe_0.25grid.nc,3733.00
20010221_northern_hemisphere_swe_0.25grid.nc,4178.00
20010222_northern_hemisphere_swe_0.25grid.nc,4250.00
20010223_northern_hemisphere_swe_0.25grid.nc,4661.00
20010224_northern_hemisphere_swe_0.25grid.nc,4581.00
20010225_northern_hemisphere_swe_0.25grid.nc,3130.00
20010226_northern_hemisphere_swe_0.25grid.nc,3973.00
20010227_northern_hemisphere_swe_0.25grid.nc,3529.00
20010228_northern_hemisphere_swe_0.25grid.nc,3924.00
20010301_northern_hemisphere_swe_0.25grid.nc,4002.00
20010302_northern_hemisphere_swe_0.25grid.nc,4275.00
20010303_northern_hemisphere_swe_0.25grid.nc,3359.00
20010304_northern_hemisphere_swe_0.25grid.nc,3997.00
20010305_northern_hemisphere_swe_0.25grid.nc,4869.00
20010306_northern_hemisphere_swe_0.25grid.nc,5681.00
20010307_northern_hemisphere_swe_0.25grid.nc,5000.00
20010308_northern_hemisphere_swe_0.25grid.nc,5319.00
20010309_northern_hemisphere_swe_0.25grid.nc,5495.00
20010310_northern_hemisphere_swe_0.25grid.nc,5332.00
20010312_northern_hemisphere_swe_0.25grid.nc,5125.00
20010313_northern_hemisphere_swe_0.25grid.nc,3580.00
20010314_northern_hemisphere_swe_0.25grid.nc,3599.00
20010315_northern_hemisphere_swe_0.25grid.nc,3205.00
20010316_northern_hemisphere_swe_0.25grid.nc,4067.00
20010317_northern_hemisphere_swe_0.25grid.nc,4024.00
20010318_northern_hemisphere_swe_0.25grid.nc,3486.00
20010319_northern_hemisphere_swe_0.25grid.nc,2936.00
20010320_northern_hemisphere_swe_0.25grid.nc,2653.00
20010321_northern_hemisphere_swe_0.25grid.nc,2429.00
20010322_northern_hemisphere_swe_0.25grid.nc,2165.00
20010323_northern_hemisphere_swe_0.25grid.nc,2773.00
20010324_northern_hemisphere_swe_0.25grid.nc,3269.00
20010325_northern_hemisphere_swe_0.25grid.nc,2746.00
20010326_northern_hemisphere_swe_0.25grid.nc,3338.00
20010327_northern_hemisphere_swe_0.25grid.nc,3035.00
20010328_northern_hemisphere_swe_0.25grid.nc,1868.00
20010329_northern_hemisphere_swe_0.25grid.nc,1753.00
20010330_northern_hemisphere_swe_0.25grid.nc,1596.00
20010331_northern_hemisphere_swe_0.25grid.nc,1755.00
20010401_northern_hemisphere_swe_0.25grid.nc,1376.00
20010402_northern_hemisphere_swe_0.25grid.nc,1233.00
20010403_northern_hemisphere_swe_0.25grid.nc,965.00
20010404_northern_hemisphere_swe_0.25grid.nc,789.00
20010405_northern_hemisphere_swe_0.25grid.nc,573.00
20010406_northern_hemisphere_swe_0.25grid.nc,290.00
20010407_northern_hemisphere_swe_0.25grid.nc,71.00
20010408_northern_hemisphere_swe_0.25grid.nc,14.00
20010409_northern_hemisphere_swe_0.25grid.nc,0.00
20010410_northern_hemisphere_swe_0.25grid.nc,0.00
20010411_northern_hemisphere_swe_0.25grid.nc,0.00
20010412_northern_hemisphere_swe_0.25grid.nc,0.00
20010413_northern_hemisphere_swe_0.25grid.nc,0.00
20010414_northern_hemisphere_swe_0.25grid.nc,0.00
20010415_northern_hemisphere_swe_0.25grid.nc,0.00
20010416_northern_hemisphere_swe_0.25grid.nc,0.00
20010417_northern_hemisphere_swe_0.25grid.nc,0.00
20010418_northern_hemisphere_swe_0.25grid.nc,0.00
20010419_northern_hemisphere_swe_0.25grid.nc,0.00
20010420_northern_hemisphere_swe_0.25grid.nc,0.00
20010421_northern_hemisphere_swe_0.25grid.nc,0.00
20010422_northern_hemisphere_swe_0.25grid.nc,0.00
20010424_northern_hemisphere_swe_0.25grid.nc,0.00
20010425_northern_hemisphere_swe_0.25grid.nc,0.00
20010426_northern_hemisphere_swe_0.25grid.nc,0.00
20010427_northern_hemisphere_swe_0.25grid.nc,0.00
20010428_northern_hemisphere_swe_0.25grid.nc,0.00
20010429_northern_hemisphere_swe_0.25grid.nc,0.00
20010430_northern_hemisphere_swe_0.25grid.nc,0.00
20010501_northern_hemisphere_swe_0.25grid.nc,0.00
20010502_northern_hemisphere_swe_0.25grid.nc,0.00
20010503_northern_hemisphere_swe_0.25grid.nc,0.00
20010504_northern_hemisphere_swe_0.25grid.nc,0.00
20010505_northern_hemisphere_swe_0.25grid.nc,0.00
20010506_northern_hemisphere_swe_0.25grid.nc,0.00
20010507_northern_hemisphere_swe_0.25grid.nc,0.00
20010508_northern_hemisphere_swe_0.25grid.nc,0.00
20010509_northern_hemisphere_swe_0.25grid.nc,0.00
20010521_northern_hemisphere_swe_0.25grid.nc,0.00
20010522_northern_hemisphere_swe_0.25grid.nc,0.00
20010523_northern_hemisphere_swe_0.25grid.nc,0.00
20010524_northern_hemisphere_swe_0.25grid.nc,0.00
20010525_northern_hemisphere_swe_0.25grid.nc,0.00
20010526_northern_hemisphere_swe_0.25grid.nc,0.00
20010527_northern_hemisphere_swe_0.25grid.nc,0.00
20010528_northern_hemisphere_swe_0.25grid.nc,0.00
