File,SWE_Sum_mm,,,Year,SWE Sum
19991011_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991018_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991019_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991020_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991021_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991022_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991023_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991024_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991025_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991026_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991027_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991028_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991029_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991030_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991031_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991101_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991102_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991104_northern_hemisphere_swe_0.25grid.nc,3,,,1999,0.022058824
19991105_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991106_northern_hemisphere_swe_0.25grid.nc,29,,,1999,0.213235294
19991107_northern_hemisphere_swe_0.25grid.nc,10,,,1999,0.073529412
19991108_northern_hemisphere_swe_0.25grid.nc,55,,,1999,0.404411765
19991109_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991110_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991111_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991112_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991113_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991114_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991115_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991116_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991117_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991118_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991119_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991120_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991121_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991122_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991123_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991125_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991126_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991127_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991128_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991129_northern_hemisphere_swe_0.25grid.nc,66,,,1999,0.485294118
19991130_northern_hemisphere_swe_0.25grid.nc,141,,,1999,1.036764706
19991201_northern_hemisphere_swe_0.25grid.nc,94,,,1999,0.691176471
19991202_northern_hemisphere_swe_0.25grid.nc,46,,,1999,0.338235294
19991203_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991204_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991205_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991206_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991207_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991208_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991209_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991210_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991211_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991212_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991213_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991214_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991215_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991216_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991217_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991218_northern_hemisphere_swe_0.25grid.nc,27,,,1999,0.198529412
19991219_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991220_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991221_northern_hemisphere_swe_0.25grid.nc,0,,,1999,0
19991222_northern_hemisphere_swe_0.25grid.nc,28,,,1999,0.205882353
19991223_northern_hemisphere_swe_0.25grid.nc,127,,,1999,0.933823529
19991224_northern_hemisphere_swe_0.25grid.nc,183,,,1999,1.345588235
19991225_northern_hemisphere_swe_0.25grid.nc,224,,,1999,1.647058824
19991226_northern_hemisphere_swe_0.25grid.nc,221,,,1999,1.625
19991227_northern_hemisphere_swe_0.25grid.nc,448,,,1999,3.294117647
19991228_northern_hemisphere_swe_0.25grid.nc,439,,,1999,3.227941176
19991229_northern_hemisphere_swe_0.25grid.nc,576,,,1999,4.235294118
19991230_northern_hemisphere_swe_0.25grid.nc,480,,,1999,3.529411765
19991231_northern_hemisphere_swe_0.25grid.nc,753,,,1999,5.536764706
20000101_northern_hemisphere_swe_0.25grid.nc,632,,,2000,4.647058824
20000102_northern_hemisphere_swe_0.25grid.nc,375,,,2000,2.757352941
20000103_northern_hemisphere_swe_0.25grid.nc,159,,,2000,1.169117647
20000104_northern_hemisphere_swe_0.25grid.nc,122,,,2000,0.897058824
20000105_northern_hemisphere_swe_0.25grid.nc,127,,,2000,0.933823529
20000106_northern_hemisphere_swe_0.25grid.nc,124,,,2000,0.911764706
20000107_northern_hemisphere_swe_0.25grid.nc,178,,,2000,1.308823529
20000108_northern_hemisphere_swe_0.25grid.nc,246,,,2000,1.808823529
20000109_northern_hemisphere_swe_0.25grid.nc,168,,,2000,1.235294118
20000110_northern_hemisphere_swe_0.25grid.nc,144,,,2000,1.058823529
20000111_northern_hemisphere_swe_0.25grid.nc,86,,,2000,0.632352941
20000112_northern_hemisphere_swe_0.25grid.nc,147,,,2000,1.080882353
20000113_northern_hemisphere_swe_0.25grid.nc,335,,,2000,2.463235294
20000114_northern_hemisphere_swe_0.25grid.nc,389,,,2000,2.860294118
20000115_northern_hemisphere_swe_0.25grid.nc,340,,,2000,2.5
20000116_northern_hemisphere_swe_0.25grid.nc,297,,,2000,2.183823529
20000117_northern_hemisphere_swe_0.25grid.nc,507,,,2000,3.727941176
20000118_northern_hemisphere_swe_0.25grid.nc,332,,,2000,2.441176471
20000119_northern_hemisphere_swe_0.25grid.nc,481,,,2000,3.536764706
20000120_northern_hemisphere_swe_0.25grid.nc,732,,,2000,5.382352941
20000121_northern_hemisphere_swe_0.25grid.nc,780,,,2000,5.735294118
20000122_northern_hemisphere_swe_0.25grid.nc,777,,,2000,5.713235294
20000123_northern_hemisphere_swe_0.25grid.nc,846,,,2000,6.220588235
20000124_northern_hemisphere_swe_0.25grid.nc,929,,,2000,6.830882353
20000125_northern_hemisphere_swe_0.25grid.nc,898,,,2000,6.602941176
20000126_northern_hemisphere_swe_0.25grid.nc,913,,,2000,6.713235294
20000127_northern_hemisphere_swe_0.25grid.nc,976,,,2000,7.176470588
20000128_northern_hemisphere_swe_0.25grid.nc,1208,,,2000,8.882352941
20000129_northern_hemisphere_swe_0.25grid.nc,1013,,,2000,7.448529412
20000130_northern_hemisphere_swe_0.25grid.nc,948,,,2000,6.970588235
20000131_northern_hemisphere_swe_0.25grid.nc,1029,,,2000,7.566176471
20000201_northern_hemisphere_swe_0.25grid.nc,1293,,,2000,9.507352941
20000202_northern_hemisphere_swe_0.25grid.nc,1893,,,2000,13.91911765
20000203_northern_hemisphere_swe_0.25grid.nc,1480,,,2000,10.88235294
20000204_northern_hemisphere_swe_0.25grid.nc,1638,,,2000,12.04411765
20000205_northern_hemisphere_swe_0.25grid.nc,1571,,,2000,11.55147059
20000206_northern_hemisphere_swe_0.25grid.nc,1651,,,2000,12.13970588
20000207_northern_hemisphere_swe_0.25grid.nc,1770,,,2000,13.01470588
20000208_northern_hemisphere_swe_0.25grid.nc,1852,,,2000,13.61764706
20000209_northern_hemisphere_swe_0.25grid.nc,1742,,,2000,12.80882353
20000210_northern_hemisphere_swe_0.25grid.nc,1838,,,2000,13.51470588
20000211_northern_hemisphere_swe_0.25grid.nc,2508,,,2000,18.44117647
20000212_northern_hemisphere_swe_0.25grid.nc,2668,,,2000,19.61764706
20000213_northern_hemisphere_swe_0.25grid.nc,2324,,,2000,17.08823529
20000214_northern_hemisphere_swe_0.25grid.nc,3192,,,2000,23.47058824
20000215_northern_hemisphere_swe_0.25grid.nc,2969,,,2000,21.83088235
20000216_northern_hemisphere_swe_0.25grid.nc,3224,,,2000,23.70588235
20000217_northern_hemisphere_swe_0.25grid.nc,3476,,,2000,25.55882353
20000218_northern_hemisphere_swe_0.25grid.nc,3471,,,2000,25.52205882
20000219_northern_hemisphere_swe_0.25grid.nc,3787,,,2000,27.84558824
20000220_northern_hemisphere_swe_0.25grid.nc,3587,,,2000,26.375
20000221_northern_hemisphere_swe_0.25grid.nc,3374,,,2000,24.80882353
20000222_northern_hemisphere_swe_0.25grid.nc,2932,,,2000,21.55882353
20000223_northern_hemisphere_swe_0.25grid.nc,1833,,,2000,13.47794118
20000224_northern_hemisphere_swe_0.25grid.nc,1054,,,2000,7.75
20000225_northern_hemisphere_swe_0.25grid.nc,198,,,2000,1.455882353
20000226_northern_hemisphere_swe_0.25grid.nc,94,,,2000,0.691176471
20000227_northern_hemisphere_swe_0.25grid.nc,12,,,2000,0.088235294
20000228_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000229_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000301_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000302_northern_hemisphere_swe_0.25grid.nc,7,,,2000,0.051470588
20000303_northern_hemisphere_swe_0.25grid.nc,1,,,2000,0.007352941
20000304_northern_hemisphere_swe_0.25grid.nc,1,,,2000,0.007352941
20000305_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000306_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000307_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000308_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000309_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000310_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000311_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000312_northern_hemisphere_swe_0.25grid.nc,159,,,2000,1.169117647
20000313_northern_hemisphere_swe_0.25grid.nc,67,,,2000,0.492647059
20000314_northern_hemisphere_swe_0.25grid.nc,29,,,2000,0.213235294
20000315_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000316_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000317_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000318_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000319_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000320_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000321_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000322_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000323_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000324_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000325_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000326_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000327_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000328_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000329_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000330_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000331_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000401_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000402_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000403_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000404_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000405_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000406_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000407_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000408_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000409_northern_hemisphere_swe_0.25grid.nc,4,,,2000,0.029411765
20000410_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000411_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000412_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000413_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000414_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000415_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000416_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000417_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000418_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000419_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000420_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000421_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000422_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000423_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000424_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000425_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000426_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000427_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000428_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000429_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000430_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000501_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000502_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000503_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000504_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000505_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000506_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000507_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000508_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000509_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000510_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000511_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000512_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000513_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000514_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000515_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000516_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000517_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000518_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000519_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000520_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000521_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000523_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20000927_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001015_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001016_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001025_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001026_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001027_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001028_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001029_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001031_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001101_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001102_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001103_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001104_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001105_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001106_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001107_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001108_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001109_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001110_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001111_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001112_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001113_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001114_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001115_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001116_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001117_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001118_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001119_northern_hemisphere_swe_0.25grid.nc,0,,,2000,0
20001120_northern_hemisphere_swe_0.25grid.nc,1,,,2000,0.007352941
20001121_northern_hemisphere_swe_0.25grid.nc,69,,,2000,0.507352941
20001122_northern_hemisphere_swe_0.25grid.nc,174,,,2000,1.279411765
20001123_northern_hemisphere_swe_0.25grid.nc,221,,,2000,1.625
20001124_northern_hemisphere_swe_0.25grid.nc,205,,,2000,1.507352941
20001125_northern_hemisphere_swe_0.25grid.nc,175,,,2000,1.286764706
20001126_northern_hemisphere_swe_0.25grid.nc,84,,,2000,0.617647059
20001128_northern_hemisphere_swe_0.25grid.nc,2,,,2000,0.014705882
20001129_northern_hemisphere_swe_0.25grid.nc,11,,,2000,0.080882353
20001130_northern_hemisphere_swe_0.25grid.nc,164,,,2000,1.205882353
20001202_northern_hemisphere_swe_0.25grid.nc,145,,,2000,1.066176471
20001203_northern_hemisphere_swe_0.25grid.nc,156,,,2000,1.147058824
20001204_northern_hemisphere_swe_0.25grid.nc,114,,,2000,0.838235294
20001205_northern_hemisphere_swe_0.25grid.nc,430,,,2000,3.161764706
20001206_northern_hemisphere_swe_0.25grid.nc,569,,,2000,4.183823529
20001207_northern_hemisphere_swe_0.25grid.nc,754,,,2000,5.544117647
20001208_northern_hemisphere_swe_0.25grid.nc,691,,,2000,5.080882353
20001209_northern_hemisphere_swe_0.25grid.nc,859,,,2000,6.316176471
20001210_northern_hemisphere_swe_0.25grid.nc,742,,,2000,5.455882353
20001211_northern_hemisphere_swe_0.25grid.nc,671,,,2000,4.933823529
20001212_northern_hemisphere_swe_0.25grid.nc,1665,,,2000,12.24264706
20001213_northern_hemisphere_swe_0.25grid.nc,1893,,,2000,13.91911765
20001214_northern_hemisphere_swe_0.25grid.nc,2331,,,2000,17.13970588
20001215_northern_hemisphere_swe_0.25grid.nc,2624,,,2000,19.29411765
20001216_northern_hemisphere_swe_0.25grid.nc,2255,,,2000,16.58088235
20001217_northern_hemisphere_swe_0.25grid.nc,1633,,,2000,12.00735294
20001218_northern_hemisphere_swe_0.25grid.nc,3304,,,2000,24.29411765
20001219_northern_hemisphere_swe_0.25grid.nc,4152,,,2000,30.52941176
20001220_northern_hemisphere_swe_0.25grid.nc,4760,,,2000,35
20001221_northern_hemisphere_swe_0.25grid.nc,4882,,,2000,35.89705882
20001222_northern_hemisphere_swe_0.25grid.nc,5625,,,2000,41.36029412
20001223_northern_hemisphere_swe_0.25grid.nc,5498,,,2000,40.42647059
20001224_northern_hemisphere_swe_0.25grid.nc,5883,,,2000,43.25735294
20001225_northern_hemisphere_swe_0.25grid.nc,5963,,,2000,43.84558824
20001226_northern_hemisphere_swe_0.25grid.nc,5952,,,2000,43.76470588
20001227_northern_hemisphere_swe_0.25grid.nc,6280,,,2000,46.17647059
20001228_northern_hemisphere_swe_0.25grid.nc,6429,,,2000,47.27205882
20001229_northern_hemisphere_swe_0.25grid.nc,6507,,,2000,47.84558824
20001230_northern_hemisphere_swe_0.25grid.nc,6446,,,2000,47.39705882
20001231_northern_hemisphere_swe_0.25grid.nc,7155,,,2000,52.61029412
20010101_northern_hemisphere_swe_0.25grid.nc,6516,,,2001,47.91176471
20010102_northern_hemisphere_swe_0.25grid.nc,6645,,,2001,48.86029412
20010103_northern_hemisphere_swe_0.25grid.nc,6398,,,2001,47.04411765
20010104_northern_hemisphere_swe_0.25grid.nc,6964,,,2001,51.20588235
20010105_northern_hemisphere_swe_0.25grid.nc,7031,,,2001,51.69852941
20010106_northern_hemisphere_swe_0.25grid.nc,7164,,,2001,52.67647059
20010107_northern_hemisphere_swe_0.25grid.nc,6528,,,2001,48
20010108_northern_hemisphere_swe_0.25grid.nc,6990,,,2001,51.39705882
20010109_northern_hemisphere_swe_0.25grid.nc,6502,,,2001,47.80882353
20010110_northern_hemisphere_swe_0.25grid.nc,6870,,,2001,50.51470588
20010111_northern_hemisphere_swe_0.25grid.nc,6243,,,2001,45.90441176
20010112_northern_hemisphere_swe_0.25grid.nc,6055,,,2001,44.52205882
20010113_northern_hemisphere_swe_0.25grid.nc,5890,,,2001,43.30882353
20010114_northern_hemisphere_swe_0.25grid.nc,5262,,,2001,38.69117647
20010115_northern_hemisphere_swe_0.25grid.nc,4552,,,2001,33.47058824
20010116_northern_hemisphere_swe_0.25grid.nc,4318,,,2001,31.75
20010117_northern_hemisphere_swe_0.25grid.nc,4826,,,2001,35.48529412
20010118_northern_hemisphere_swe_0.25grid.nc,4854,,,2001,35.69117647
20010119_northern_hemisphere_swe_0.25grid.nc,5355,,,2001,39.375
20010120_northern_hemisphere_swe_0.25grid.nc,5650,,,2001,41.54411765
20010121_northern_hemisphere_swe_0.25grid.nc,5434,,,2001,39.95588235
20010122_northern_hemisphere_swe_0.25grid.nc,5409,,,2001,39.77205882
20010123_northern_hemisphere_swe_0.25grid.nc,4715,,,2001,34.66911765
20010124_northern_hemisphere_swe_0.25grid.nc,4982,,,2001,36.63235294
20010125_northern_hemisphere_swe_0.25grid.nc,5173,,,2001,38.03676471
20010126_northern_hemisphere_swe_0.25grid.nc,5164,,,2001,37.97058824
20010127_northern_hemisphere_swe_0.25grid.nc,5711,,,2001,41.99264706
20010128_northern_hemisphere_swe_0.25grid.nc,5714,,,2001,42.01470588
20010129_northern_hemisphere_swe_0.25grid.nc,5823,,,2001,42.81617647
20010130_northern_hemisphere_swe_0.25grid.nc,4321,,,2001,31.77205882
20010131_northern_hemisphere_swe_0.25grid.nc,4282,,,2001,31.48529412
20010201_northern_hemisphere_swe_0.25grid.nc,4340,,,2001,31.91176471
20010202_northern_hemisphere_swe_0.25grid.nc,5853,,,2001,43.03676471
20010203_northern_hemisphere_swe_0.25grid.nc,5940,,,2001,43.67647059
20010204_northern_hemisphere_swe_0.25grid.nc,5353,,,2001,39.36029412
20010205_northern_hemisphere_swe_0.25grid.nc,5051,,,2001,37.13970588
20010206_northern_hemisphere_swe_0.25grid.nc,5115,,,2001,37.61029412
20010207_northern_hemisphere_swe_0.25grid.nc,5610,,,2001,41.25
20010208_northern_hemisphere_swe_0.25grid.nc,5082,,,2001,37.36764706
20010209_northern_hemisphere_swe_0.25grid.nc,4831,,,2001,35.52205882
20010210_northern_hemisphere_swe_0.25grid.nc,4357,,,2001,32.03676471
20010211_northern_hemisphere_swe_0.25grid.nc,4364,,,2001,32.08823529
20010212_northern_hemisphere_swe_0.25grid.nc,4074,,,2001,29.95588235
20010213_northern_hemisphere_swe_0.25grid.nc,4329,,,2001,31.83088235
20010214_northern_hemisphere_swe_0.25grid.nc,4268,,,2001,31.38235294
20010215_northern_hemisphere_swe_0.25grid.nc,4388,,,2001,32.26470588
20010216_northern_hemisphere_swe_0.25grid.nc,3923,,,2001,28.84558824
20010217_northern_hemisphere_swe_0.25grid.nc,4053,,,2001,29.80147059
20010218_northern_hemisphere_swe_0.25grid.nc,4286,,,2001,31.51470588
20010219_northern_hemisphere_swe_0.25grid.nc,3605,,,2001,26.50735294
20010220_northern_hemisphere_swe_0.25grid.nc,3733,,,2001,27.44852941
20010221_northern_hemisphere_swe_0.25grid.nc,4178,,,2001,30.72058824
20010222_northern_hemisphere_swe_0.25grid.nc,4250,,,2001,31.25
20010223_northern_hemisphere_swe_0.25grid.nc,4661,,,2001,34.27205882
20010224_northern_hemisphere_swe_0.25grid.nc,4581,,,2001,33.68382353
20010225_northern_hemisphere_swe_0.25grid.nc,3130,,,2001,23.01470588
20010226_northern_hemisphere_swe_0.25grid.nc,3973,,,2001,29.21323529
20010227_northern_hemisphere_swe_0.25grid.nc,3529,,,2001,25.94852941
20010228_northern_hemisphere_swe_0.25grid.nc,3924,,,2001,28.85294118
20010301_northern_hemisphere_swe_0.25grid.nc,4002,,,2001,29.42647059
20010302_northern_hemisphere_swe_0.25grid.nc,4275,,,2001,31.43382353
20010303_northern_hemisphere_swe_0.25grid.nc,3359,,,2001,24.69852941
20010304_northern_hemisphere_swe_0.25grid.nc,3997,,,2001,29.38970588
20010305_northern_hemisphere_swe_0.25grid.nc,4869,,,2001,35.80147059
20010306_northern_hemisphere_swe_0.25grid.nc,5681,,,2001,41.77205882
20010307_northern_hemisphere_swe_0.25grid.nc,5000,,,2001,36.76470588
20010308_northern_hemisphere_swe_0.25grid.nc,5319,,,2001,39.11029412
20010309_northern_hemisphere_swe_0.25grid.nc,5495,,,2001,40.40441176
20010310_northern_hemisphere_swe_0.25grid.nc,5332,,,2001,39.20588235
20010312_northern_hemisphere_swe_0.25grid.nc,5125,,,2001,37.68382353
20010313_northern_hemisphere_swe_0.25grid.nc,3580,,,2001,26.32352941
20010314_northern_hemisphere_swe_0.25grid.nc,3599,,,2001,26.46323529
20010315_northern_hemisphere_swe_0.25grid.nc,3205,,,2001,23.56617647
20010316_northern_hemisphere_swe_0.25grid.nc,4067,,,2001,29.90441176
20010317_northern_hemisphere_swe_0.25grid.nc,4024,,,2001,29.58823529
20010318_northern_hemisphere_swe_0.25grid.nc,3486,,,2001,25.63235294
20010319_northern_hemisphere_swe_0.25grid.nc,2936,,,2001,21.58823529
20010320_northern_hemisphere_swe_0.25grid.nc,2653,,,2001,19.50735294
20010321_northern_hemisphere_swe_0.25grid.nc,2429,,,2001,17.86029412
20010322_northern_hemisphere_swe_0.25grid.nc,2165,,,2001,15.91911765
20010323_northern_hemisphere_swe_0.25grid.nc,2773,,,2001,20.38970588
20010324_northern_hemisphere_swe_0.25grid.nc,3269,,,2001,24.03676471
20010325_northern_hemisphere_swe_0.25grid.nc,2746,,,2001,20.19117647
20010326_northern_hemisphere_swe_0.25grid.nc,3338,,,2001,24.54411765
20010327_northern_hemisphere_swe_0.25grid.nc,3035,,,2001,22.31617647
20010328_northern_hemisphere_swe_0.25grid.nc,1868,,,2001,13.73529412
20010329_northern_hemisphere_swe_0.25grid.nc,1753,,,2001,12.88970588
20010330_northern_hemisphere_swe_0.25grid.nc,1596,,,2001,11.73529412
20010331_northern_hemisphere_swe_0.25grid.nc,1755,,,2001,12.90441176
20010401_northern_hemisphere_swe_0.25grid.nc,1376,,,2001,10.11764706
20010402_northern_hemisphere_swe_0.25grid.nc,1233,,,2001,9.066176471
20010403_northern_hemisphere_swe_0.25grid.nc,965,,,2001,7.095588235
20010404_northern_hemisphere_swe_0.25grid.nc,789,,,2001,5.801470588
20010405_northern_hemisphere_swe_0.25grid.nc,573,,,2001,4.213235294
20010406_northern_hemisphere_swe_0.25grid.nc,290,,,2001,2.132352941
20010407_northern_hemisphere_swe_0.25grid.nc,71,,,2001,0.522058824
