File,SWE_Sum_mm
20091220_northern_hemisphere_swe_0.25grid.nc,1352.00
20091221_northern_hemisphere_swe_0.25grid.nc,913.00
20091222_northern_hemisphere_swe_0.25grid.nc,1480.00
20091223_northern_hemisphere_swe_0.25grid.nc,854.00
20091224_northern_hemisphere_swe_0.25grid.nc,1129.00
20091225_northern_hemisphere_swe_0.25grid.nc,328.00
20091226_northern_hemisphere_swe_0.25grid.nc,185.00
20091227_northern_hemisphere_swe_0.25grid.nc,1239.00
20091228_northern_hemisphere_swe_0.25grid.nc,1011.00
20091229_northern_hemisphere_swe_0.25grid.nc,930.00
20091230_northern_hemisphere_swe_0.25grid.nc,1017.00
20091231_northern_hemisphere_swe_0.25grid.nc,355.00
20100101_northern_hemisphere_swe_0.25grid.nc,486.00
20100102_northern_hemisphere_swe_0.25grid.nc,1950.00
20100103_northern_hemisphere_swe_0.25grid.nc,1072.00
20100104_northern_hemisphere_swe_0.25grid.nc,1034.00
20100105_northern_hemisphere_swe_0.25grid.nc,1274.00
20100106_northern_hemisphere_swe_0.25grid.nc,849.00
20100107_northern_hemisphere_swe_0.25grid.nc,870.00
20100108_northern_hemisphere_swe_0.25grid.nc,1281.00
20100109_northern_hemisphere_swe_0.25grid.nc,1576.00
20100110_northern_hemisphere_swe_0.25grid.nc,1410.00
20100111_northern_hemisphere_swe_0.25grid.nc,1177.00
20100112_northern_hemisphere_swe_0.25grid.nc,991.00
20100113_northern_hemisphere_swe_0.25grid.nc,1022.00
20100114_northern_hemisphere_swe_0.25grid.nc,678.00
20100115_northern_hemisphere_swe_0.25grid.nc,559.00
20100116_northern_hemisphere_swe_0.25grid.nc,1283.00
20100117_northern_hemisphere_swe_0.25grid.nc,1378.00
20100118_northern_hemisphere_swe_0.25grid.nc,412.00
20100119_northern_hemisphere_swe_0.25grid.nc,1105.00
20100120_northern_hemisphere_swe_0.25grid.nc,1498.00
20100121_northern_hemisphere_swe_0.25grid.nc,1557.00
20100122_northern_hemisphere_swe_0.25grid.nc,1156.00
20100123_northern_hemisphere_swe_0.25grid.nc,734.00
20100124_northern_hemisphere_swe_0.25grid.nc,475.00
20100125_northern_hemisphere_swe_0.25grid.nc,295.00
20100126_northern_hemisphere_swe_0.25grid.nc,1351.00
20100127_northern_hemisphere_swe_0.25grid.nc,2037.00
20100130_northern_hemisphere_swe_0.25grid.nc,1481.00
20100131_northern_hemisphere_swe_0.25grid.nc,1449.00
20100202_northern_hemisphere_swe_0.25grid.nc,1877.00
20100203_northern_hemisphere_swe_0.25grid.nc,1695.00
20100204_northern_hemisphere_swe_0.25grid.nc,1909.00
20100205_northern_hemisphere_swe_0.25grid.nc,1348.00
20100206_northern_hemisphere_swe_0.25grid.nc,1351.00
20100207_northern_hemisphere_swe_0.25grid.nc,1105.00
20100208_northern_hemisphere_swe_0.25grid.nc,1131.00
20100209_northern_hemisphere_swe_0.25grid.nc,1258.00
20100210_northern_hemisphere_swe_0.25grid.nc,997.00
20100211_northern_hemisphere_swe_0.25grid.nc,1447.00
20100213_northern_hemisphere_swe_0.25grid.nc,845.00
20100214_northern_hemisphere_swe_0.25grid.nc,778.00
20100215_northern_hemisphere_swe_0.25grid.nc,900.00
20100216_northern_hemisphere_swe_0.25grid.nc,811.00
20100217_northern_hemisphere_swe_0.25grid.nc,811.00
20100218_northern_hemisphere_swe_0.25grid.nc,1699.00
20100219_northern_hemisphere_swe_0.25grid.nc,814.00
20100220_northern_hemisphere_swe_0.25grid.nc,749.00
20100221_northern_hemisphere_swe_0.25grid.nc,1105.00
20100222_northern_hemisphere_swe_0.25grid.nc,1817.00
20100223_northern_hemisphere_swe_0.25grid.nc,1211.00
20100224_northern_hemisphere_swe_0.25grid.nc,942.00
20100225_northern_hemisphere_swe_0.25grid.nc,1291.00
20100226_northern_hemisphere_swe_0.25grid.nc,2206.00
20100227_northern_hemisphere_swe_0.25grid.nc,1331.00
20100228_northern_hemisphere_swe_0.25grid.nc,1308.00
20100301_northern_hemisphere_swe_0.25grid.nc,1191.00
20100302_northern_hemisphere_swe_0.25grid.nc,1134.00
20100303_northern_hemisphere_swe_0.25grid.nc,1148.00
20100304_northern_hemisphere_swe_0.25grid.nc,1563.00
20100305_northern_hemisphere_swe_0.25grid.nc,1209.00
20100306_northern_hemisphere_swe_0.25grid.nc,2708.00
20100307_northern_hemisphere_swe_0.25grid.nc,938.00
20100308_northern_hemisphere_swe_0.25grid.nc,872.00
20100309_northern_hemisphere_swe_0.25grid.nc,775.00
20100310_northern_hemisphere_swe_0.25grid.nc,627.00
20100311_northern_hemisphere_swe_0.25grid.nc,457.00
20100312_northern_hemisphere_swe_0.25grid.nc,220.00
20100313_northern_hemisphere_swe_0.25grid.nc,53.00
20100314_northern_hemisphere_swe_0.25grid.nc,21.00
20100315_northern_hemisphere_swe_0.25grid.nc,3.00
20100316_northern_hemisphere_swe_0.25grid.nc,0.00
20100317_northern_hemisphere_swe_0.25grid.nc,0.00
20100318_northern_hemisphere_swe_0.25grid.nc,0.00
20100319_northern_hemisphere_swe_0.25grid.nc,0.00
20100320_northern_hemisphere_swe_0.25grid.nc,0.00
20100321_northern_hemisphere_swe_0.25grid.nc,0.00
20100322_northern_hemisphere_swe_0.25grid.nc,0.00
20100323_northern_hemisphere_swe_0.25grid.nc,0.00
20100324_northern_hemisphere_swe_0.25grid.nc,0.00
20100325_northern_hemisphere_swe_0.25grid.nc,0.00
20100326_northern_hemisphere_swe_0.25grid.nc,0.00
20100327_northern_hemisphere_swe_0.25grid.nc,0.00
20100328_northern_hemisphere_swe_0.25grid.nc,0.00
20100329_northern_hemisphere_swe_0.25grid.nc,0.00
20100330_northern_hemisphere_swe_0.25grid.nc,0.00
20100331_northern_hemisphere_swe_0.25grid.nc,0.00
20100401_northern_hemisphere_swe_0.25grid.nc,0.00
20100402_northern_hemisphere_swe_0.25grid.nc,0.00
20100403_northern_hemisphere_swe_0.25grid.nc,0.00
20100404_northern_hemisphere_swe_0.25grid.nc,0.00
20100405_northern_hemisphere_swe_0.25grid.nc,0.00
20100406_northern_hemisphere_swe_0.25grid.nc,0.00
20100407_northern_hemisphere_swe_0.25grid.nc,0.00
20100408_northern_hemisphere_swe_0.25grid.nc,0.00
20100409_northern_hemisphere_swe_0.25grid.nc,0.00
20100410_northern_hemisphere_swe_0.25grid.nc,0.00
20100411_northern_hemisphere_swe_0.25grid.nc,0.00
20100412_northern_hemisphere_swe_0.25grid.nc,0.00
20100413_northern_hemisphere_swe_0.25grid.nc,0.00
20100414_northern_hemisphere_swe_0.25grid.nc,0.00
20100415_northern_hemisphere_swe_0.25grid.nc,0.00
20100416_northern_hemisphere_swe_0.25grid.nc,0.00
20100417_northern_hemisphere_swe_0.25grid.nc,0.00
20100418_northern_hemisphere_swe_0.25grid.nc,0.00
20100419_northern_hemisphere_swe_0.25grid.nc,0.00
20100420_northern_hemisphere_swe_0.25grid.nc,0.00
20100421_northern_hemisphere_swe_0.25grid.nc,0.00
20100422_northern_hemisphere_swe_0.25grid.nc,0.00
20100423_northern_hemisphere_swe_0.25grid.nc,0.00
20100424_northern_hemisphere_swe_0.25grid.nc,0.00
20100426_northern_hemisphere_swe_0.25grid.nc,0.00
20100427_northern_hemisphere_swe_0.25grid.nc,0.00
20100428_northern_hemisphere_swe_0.25grid.nc,0.00
20100429_northern_hemisphere_swe_0.25grid.nc,0.00
20100501_northern_hemisphere_swe_0.25grid.nc,0.00
20100502_northern_hemisphere_swe_0.25grid.nc,0.00
20100503_northern_hemisphere_swe_0.25grid.nc,0.00
20100504_northern_hemisphere_swe_0.25grid.nc,0.00
20100505_northern_hemisphere_swe_0.25grid.nc,0.00
20100506_northern_hemisphere_swe_0.25grid.nc,0.00
20100507_northern_hemisphere_swe_0.25grid.nc,0.00
20100509_northern_hemisphere_swe_0.25grid.nc,0.00
20100510_northern_hemisphere_swe_0.25grid.nc,0.00
20100513_northern_hemisphere_swe_0.25grid.nc,0.00
20100514_northern_hemisphere_swe_0.25grid.nc,0.00
20100515_northern_hemisphere_swe_0.25grid.nc,0.00
20100516_northern_hemisphere_swe_0.25grid.nc,0.00
20100517_northern_hemisphere_swe_0.25grid.nc,0.00
20100518_northern_hemisphere_swe_0.25grid.nc,0.00
