File,SWE_Sum_mm,,,Date,SWE Sum
20171228_northern_hemisphere_swe_0.25grid.nc,0,,,201712,0
20171229_northern_hemisphere_swe_0.25grid.nc,0,,,201712,0
20171230_northern_hemisphere_swe_0.25grid.nc,0,,,201712,0
20171231_northern_hemisphere_swe_0.25grid.nc,0,,,201712,0
20180101_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180102_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180103_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180104_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180105_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180106_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180107_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180108_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180109_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180110_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180111_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180112_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180113_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180114_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180115_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180116_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180117_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180118_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180119_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180120_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180121_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180122_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180123_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180124_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180125_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180126_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180127_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180128_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180129_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180130_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180131_northern_hemisphere_swe_0.25grid.nc,0,,,201801,0
20180201_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180202_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180203_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180204_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180205_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180206_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180207_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180208_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180209_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180210_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180211_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180212_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180213_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180214_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180215_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180216_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180217_northern_hemisphere_swe_0.25grid.nc,281,,,201802,281
20180218_northern_hemisphere_swe_0.25grid.nc,642,,,201802,642
20180219_northern_hemisphere_swe_0.25grid.nc,108,,,201802,108
20180220_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180221_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180223_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180224_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180225_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180226_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180227_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180228_northern_hemisphere_swe_0.25grid.nc,0,,,201802,0
20180301_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180302_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180303_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180304_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180306_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180307_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180308_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180309_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180310_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180311_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180312_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180313_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180315_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180316_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180317_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180318_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180319_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180320_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180321_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180322_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180323_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180324_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180325_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180326_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180327_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180328_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180329_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180330_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180331_northern_hemisphere_swe_0.25grid.nc,0,,,201803,0
20180401_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180402_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180403_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180404_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180405_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180406_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180407_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180408_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180409_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180410_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180411_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180412_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180413_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180414_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180415_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180416_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180417_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180418_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180419_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180420_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180421_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180422_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180423_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180424_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180425_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180426_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180427_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180428_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180429_northern_hemisphere_swe_0.25grid.nc,0,,,201804,0
20180502_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180503_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180504_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180505_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180506_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180507_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180508_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180509_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180510_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180511_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180512_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180513_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180514_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180515_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180516_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180517_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180518_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180519_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180520_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180521_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
20180531_northern_hemisphere_swe_0.25grid.nc,0,,,201805,0
