File,SWE_Sum_mm
20151129_northern_hemisphere_swe_0.25grid.nc,0.00
20151130_northern_hemisphere_swe_0.25grid.nc,0.00
20151201_northern_hemisphere_swe_0.25grid.nc,0.00
20151202_northern_hemisphere_swe_0.25grid.nc,0.00
20151203_northern_hemisphere_swe_0.25grid.nc,0.00
20151204_northern_hemisphere_swe_0.25grid.nc,0.00
20151205_northern_hemisphere_swe_0.25grid.nc,0.00
20151206_northern_hemisphere_swe_0.25grid.nc,0.00
20151207_northern_hemisphere_swe_0.25grid.nc,0.00
20151208_northern_hemisphere_swe_0.25grid.nc,0.00
20151209_northern_hemisphere_swe_0.25grid.nc,0.00
20151210_northern_hemisphere_swe_0.25grid.nc,0.00
20151211_northern_hemisphere_swe_0.25grid.nc,0.00
20151212_northern_hemisphere_swe_0.25grid.nc,0.00
20151213_northern_hemisphere_swe_0.25grid.nc,0.00
20151214_northern_hemisphere_swe_0.25grid.nc,0.00
20151215_northern_hemisphere_swe_0.25grid.nc,0.00
20151216_northern_hemisphere_swe_0.25grid.nc,0.00
20151217_northern_hemisphere_swe_0.25grid.nc,0.00
20151218_northern_hemisphere_swe_0.25grid.nc,0.00
20151219_northern_hemisphere_swe_0.25grid.nc,0.00
20151220_northern_hemisphere_swe_0.25grid.nc,0.00
20151221_northern_hemisphere_swe_0.25grid.nc,0.00
20151222_northern_hemisphere_swe_0.25grid.nc,0.00
20151223_northern_hemisphere_swe_0.25grid.nc,0.00
20151224_northern_hemisphere_swe_0.25grid.nc,0.00
20151225_northern_hemisphere_swe_0.25grid.nc,0.00
20151226_northern_hemisphere_swe_0.25grid.nc,0.00
20151227_northern_hemisphere_swe_0.25grid.nc,0.00
20151228_northern_hemisphere_swe_0.25grid.nc,0.00
20151229_northern_hemisphere_swe_0.25grid.nc,0.00
20151230_northern_hemisphere_swe_0.25grid.nc,0.00
20151231_northern_hemisphere_swe_0.25grid.nc,0.00
20160102_northern_hemisphere_swe_0.25grid.nc,0.00
20160103_northern_hemisphere_swe_0.25grid.nc,0.00
20160104_northern_hemisphere_swe_0.25grid.nc,0.00
20160105_northern_hemisphere_swe_0.25grid.nc,0.00
20160106_northern_hemisphere_swe_0.25grid.nc,0.00
20160107_northern_hemisphere_swe_0.25grid.nc,0.00
20160108_northern_hemisphere_swe_0.25grid.nc,0.00
20160109_northern_hemisphere_swe_0.25grid.nc,0.00
20160110_northern_hemisphere_swe_0.25grid.nc,0.00
20160111_northern_hemisphere_swe_0.25grid.nc,0.00
20160112_northern_hemisphere_swe_0.25grid.nc,0.00
20160113_northern_hemisphere_swe_0.25grid.nc,0.00
20160114_northern_hemisphere_swe_0.25grid.nc,0.00
20160115_northern_hemisphere_swe_0.25grid.nc,0.00
20160116_northern_hemisphere_swe_0.25grid.nc,506.00
20160117_northern_hemisphere_swe_0.25grid.nc,716.00
20160118_northern_hemisphere_swe_0.25grid.nc,600.00
20160119_northern_hemisphere_swe_0.25grid.nc,282.00
20160120_northern_hemisphere_swe_0.25grid.nc,591.00
20160121_northern_hemisphere_swe_0.25grid.nc,795.00
20160122_northern_hemisphere_swe_0.25grid.nc,581.00
20160123_northern_hemisphere_swe_0.25grid.nc,1103.00
20160124_northern_hemisphere_swe_0.25grid.nc,354.00
20160125_northern_hemisphere_swe_0.25grid.nc,304.00
20160126_northern_hemisphere_swe_0.25grid.nc,214.00
20160127_northern_hemisphere_swe_0.25grid.nc,478.00
20160128_northern_hemisphere_swe_0.25grid.nc,220.00
20160129_northern_hemisphere_swe_0.25grid.nc,1252.00
20160130_northern_hemisphere_swe_0.25grid.nc,307.00
20160131_northern_hemisphere_swe_0.25grid.nc,218.00
20160201_northern_hemisphere_swe_0.25grid.nc,82.00
20160202_northern_hemisphere_swe_0.25grid.nc,80.00
20160203_northern_hemisphere_swe_0.25grid.nc,73.00
20160204_northern_hemisphere_swe_0.25grid.nc,24.00
20160205_northern_hemisphere_swe_0.25grid.nc,39.00
20160206_northern_hemisphere_swe_0.25grid.nc,68.00
20160207_northern_hemisphere_swe_0.25grid.nc,48.00
20160208_northern_hemisphere_swe_0.25grid.nc,16.00
20160209_northern_hemisphere_swe_0.25grid.nc,69.00
20160210_northern_hemisphere_swe_0.25grid.nc,198.00
20160211_northern_hemisphere_swe_0.25grid.nc,276.00
20160212_northern_hemisphere_swe_0.25grid.nc,320.00
20160213_northern_hemisphere_swe_0.25grid.nc,501.00
20160214_northern_hemisphere_swe_0.25grid.nc,411.00
20160215_northern_hemisphere_swe_0.25grid.nc,338.00
20160216_northern_hemisphere_swe_0.25grid.nc,386.00
20160217_northern_hemisphere_swe_0.25grid.nc,484.00
20160219_northern_hemisphere_swe_0.25grid.nc,403.00
20160220_northern_hemisphere_swe_0.25grid.nc,102.00
20160221_northern_hemisphere_swe_0.25grid.nc,0.00
20160222_northern_hemisphere_swe_0.25grid.nc,20.00
20160223_northern_hemisphere_swe_0.25grid.nc,0.00
20160224_northern_hemisphere_swe_0.25grid.nc,0.00
20160225_northern_hemisphere_swe_0.25grid.nc,182.00
20160226_northern_hemisphere_swe_0.25grid.nc,356.00
20160227_northern_hemisphere_swe_0.25grid.nc,204.00
20160228_northern_hemisphere_swe_0.25grid.nc,134.00
20160229_northern_hemisphere_swe_0.25grid.nc,65.00
20160301_northern_hemisphere_swe_0.25grid.nc,75.00
20160302_northern_hemisphere_swe_0.25grid.nc,520.00
20160303_northern_hemisphere_swe_0.25grid.nc,498.00
20160304_northern_hemisphere_swe_0.25grid.nc,449.00
20160305_northern_hemisphere_swe_0.25grid.nc,383.00
20160306_northern_hemisphere_swe_0.25grid.nc,385.00
20160307_northern_hemisphere_swe_0.25grid.nc,255.00
20160308_northern_hemisphere_swe_0.25grid.nc,90.00
20160309_northern_hemisphere_swe_0.25grid.nc,0.00
20160310_northern_hemisphere_swe_0.25grid.nc,0.00
20160311_northern_hemisphere_swe_0.25grid.nc,0.00
20160312_northern_hemisphere_swe_0.25grid.nc,0.00
20160313_northern_hemisphere_swe_0.25grid.nc,0.00
20160314_northern_hemisphere_swe_0.25grid.nc,0.00
20160315_northern_hemisphere_swe_0.25grid.nc,0.00
20160316_northern_hemisphere_swe_0.25grid.nc,0.00
20160317_northern_hemisphere_swe_0.25grid.nc,0.00
20160318_northern_hemisphere_swe_0.25grid.nc,0.00
20160319_northern_hemisphere_swe_0.25grid.nc,0.00
20160320_northern_hemisphere_swe_0.25grid.nc,0.00
20160321_northern_hemisphere_swe_0.25grid.nc,0.00
20160322_northern_hemisphere_swe_0.25grid.nc,0.00
20160323_northern_hemisphere_swe_0.25grid.nc,0.00
20160324_northern_hemisphere_swe_0.25grid.nc,0.00
20160325_northern_hemisphere_swe_0.25grid.nc,0.00
20160326_northern_hemisphere_swe_0.25grid.nc,0.00
20160327_northern_hemisphere_swe_0.25grid.nc,0.00
20160328_northern_hemisphere_swe_0.25grid.nc,0.00
20160329_northern_hemisphere_swe_0.25grid.nc,0.00
20160330_northern_hemisphere_swe_0.25grid.nc,0.00
20160331_northern_hemisphere_swe_0.25grid.nc,0.00
20160401_northern_hemisphere_swe_0.25grid.nc,0.00
20160402_northern_hemisphere_swe_0.25grid.nc,0.00
20160403_northern_hemisphere_swe_0.25grid.nc,0.00
20160404_northern_hemisphere_swe_0.25grid.nc,0.00
20160405_northern_hemisphere_swe_0.25grid.nc,0.00
20160406_northern_hemisphere_swe_0.25grid.nc,0.00
20160407_northern_hemisphere_swe_0.25grid.nc,0.00
20160408_northern_hemisphere_swe_0.25grid.nc,0.00
20160409_northern_hemisphere_swe_0.25grid.nc,0.00
20160410_northern_hemisphere_swe_0.25grid.nc,0.00
20160411_northern_hemisphere_swe_0.25grid.nc,0.00
20160412_northern_hemisphere_swe_0.25grid.nc,0.00
20160413_northern_hemisphere_swe_0.25grid.nc,0.00
20160414_northern_hemisphere_swe_0.25grid.nc,0.00
20160415_northern_hemisphere_swe_0.25grid.nc,0.00
20160417_northern_hemisphere_swe_0.25grid.nc,0.00
20160418_northern_hemisphere_swe_0.25grid.nc,0.00
20160419_northern_hemisphere_swe_0.25grid.nc,0.00
20160420_northern_hemisphere_swe_0.25grid.nc,0.00
20160422_northern_hemisphere_swe_0.25grid.nc,0.00
20160423_northern_hemisphere_swe_0.25grid.nc,0.00
20160424_northern_hemisphere_swe_0.25grid.nc,0.00
20160425_northern_hemisphere_swe_0.25grid.nc,0.00
20160426_northern_hemisphere_swe_0.25grid.nc,0.00
20160427_northern_hemisphere_swe_0.25grid.nc,0.00
20160428_northern_hemisphere_swe_0.25grid.nc,0.00
20160429_northern_hemisphere_swe_0.25grid.nc,0.00
20160430_northern_hemisphere_swe_0.25grid.nc,0.00
20160501_northern_hemisphere_swe_0.25grid.nc,0.00
20160502_northern_hemisphere_swe_0.25grid.nc,0.00
20160503_northern_hemisphere_swe_0.25grid.nc,0.00
20160504_northern_hemisphere_swe_0.25grid.nc,0.00
20160505_northern_hemisphere_swe_0.25grid.nc,0.00
20160506_northern_hemisphere_swe_0.25grid.nc,0.00
20160507_northern_hemisphere_swe_0.25grid.nc,0.00
