File,SWE_Sum_mm
20050104_northern_hemisphere_swe_0.25grid.nc,793.00
20050105_northern_hemisphere_swe_0.25grid.nc,1005.00
20050106_northern_hemisphere_swe_0.25grid.nc,1169.00
20050107_northern_hemisphere_swe_0.25grid.nc,1171.00
20050108_northern_hemisphere_swe_0.25grid.nc,1088.00
20050109_northern_hemisphere_swe_0.25grid.nc,1124.00
20050110_northern_hemisphere_swe_0.25grid.nc,1328.00
20050111_northern_hemisphere_swe_0.25grid.nc,1582.00
20050112_northern_hemisphere_swe_0.25grid.nc,799.00
20050113_northern_hemisphere_swe_0.25grid.nc,285.00
20050114_northern_hemisphere_swe_0.25grid.nc,725.00
20050115_northern_hemisphere_swe_0.25grid.nc,622.00
20050116_northern_hemisphere_swe_0.25grid.nc,706.00
20050117_northern_hemisphere_swe_0.25grid.nc,1066.00
20050118_northern_hemisphere_swe_0.25grid.nc,1407.00
20050119_northern_hemisphere_swe_0.25grid.nc,1678.00
20050120_northern_hemisphere_swe_0.25grid.nc,2216.00
20050121_northern_hemisphere_swe_0.25grid.nc,2072.00
20050122_northern_hemisphere_swe_0.25grid.nc,2007.00
20050123_northern_hemisphere_swe_0.25grid.nc,2688.00
20050124_northern_hemisphere_swe_0.25grid.nc,2606.00
20050125_northern_hemisphere_swe_0.25grid.nc,2630.00
20050126_northern_hemisphere_swe_0.25grid.nc,3005.00
20050127_northern_hemisphere_swe_0.25grid.nc,3167.00
20050128_northern_hemisphere_swe_0.25grid.nc,2728.00
20050129_northern_hemisphere_swe_0.25grid.nc,2624.00
20050130_northern_hemisphere_swe_0.25grid.nc,2575.00
20050131_northern_hemisphere_swe_0.25grid.nc,2320.00
20050201_northern_hemisphere_swe_0.25grid.nc,2290.00
20050202_northern_hemisphere_swe_0.25grid.nc,2999.00
20050203_northern_hemisphere_swe_0.25grid.nc,2399.00
20050204_northern_hemisphere_swe_0.25grid.nc,1930.00
20050205_northern_hemisphere_swe_0.25grid.nc,1796.00
20050206_northern_hemisphere_swe_0.25grid.nc,1578.00
20050207_northern_hemisphere_swe_0.25grid.nc,1314.00
20050208_northern_hemisphere_swe_0.25grid.nc,843.00
20050209_northern_hemisphere_swe_0.25grid.nc,1846.00
20050210_northern_hemisphere_swe_0.25grid.nc,1990.00
20050211_northern_hemisphere_swe_0.25grid.nc,1892.00
20050212_northern_hemisphere_swe_0.25grid.nc,1947.00
20050213_northern_hemisphere_swe_0.25grid.nc,2462.00
20050214_northern_hemisphere_swe_0.25grid.nc,866.00
20050215_northern_hemisphere_swe_0.25grid.nc,554.00
20050216_northern_hemisphere_swe_0.25grid.nc,943.00
20050217_northern_hemisphere_swe_0.25grid.nc,1889.00
20050218_northern_hemisphere_swe_0.25grid.nc,2205.00
20050219_northern_hemisphere_swe_0.25grid.nc,2989.00
20050220_northern_hemisphere_swe_0.25grid.nc,2712.00
20050221_northern_hemisphere_swe_0.25grid.nc,2818.00
20050222_northern_hemisphere_swe_0.25grid.nc,2065.00
20050223_northern_hemisphere_swe_0.25grid.nc,3402.00
20050224_northern_hemisphere_swe_0.25grid.nc,2892.00
20050225_northern_hemisphere_swe_0.25grid.nc,3263.00
20050226_northern_hemisphere_swe_0.25grid.nc,3528.00
20050227_northern_hemisphere_swe_0.25grid.nc,3460.00
20050228_northern_hemisphere_swe_0.25grid.nc,2319.00
20050301_northern_hemisphere_swe_0.25grid.nc,3729.00
20050302_northern_hemisphere_swe_0.25grid.nc,5103.00
20050303_northern_hemisphere_swe_0.25grid.nc,5114.00
20050304_northern_hemisphere_swe_0.25grid.nc,4698.00
20050305_northern_hemisphere_swe_0.25grid.nc,4363.00
20050306_northern_hemisphere_swe_0.25grid.nc,3178.00
20050307_northern_hemisphere_swe_0.25grid.nc,2594.00
20050308_northern_hemisphere_swe_0.25grid.nc,2606.00
20050309_northern_hemisphere_swe_0.25grid.nc,3503.00
20050310_northern_hemisphere_swe_0.25grid.nc,3462.00
20050311_northern_hemisphere_swe_0.25grid.nc,3524.00
20050312_northern_hemisphere_swe_0.25grid.nc,2812.00
20050313_northern_hemisphere_swe_0.25grid.nc,3746.00
20050314_northern_hemisphere_swe_0.25grid.nc,2796.00
20050315_northern_hemisphere_swe_0.25grid.nc,2236.00
20050316_northern_hemisphere_swe_0.25grid.nc,2654.00
20050317_northern_hemisphere_swe_0.25grid.nc,3102.00
20050318_northern_hemisphere_swe_0.25grid.nc,3184.00
20050319_northern_hemisphere_swe_0.25grid.nc,1819.00
20050320_northern_hemisphere_swe_0.25grid.nc,1721.00
20050321_northern_hemisphere_swe_0.25grid.nc,1919.00
20050322_northern_hemisphere_swe_0.25grid.nc,1444.00
20050323_northern_hemisphere_swe_0.25grid.nc,2743.00
20050324_northern_hemisphere_swe_0.25grid.nc,2509.00
20050325_northern_hemisphere_swe_0.25grid.nc,2147.00
20050326_northern_hemisphere_swe_0.25grid.nc,1992.00
20050327_northern_hemisphere_swe_0.25grid.nc,997.00
20050328_northern_hemisphere_swe_0.25grid.nc,773.00
20050329_northern_hemisphere_swe_0.25grid.nc,440.00
20050330_northern_hemisphere_swe_0.25grid.nc,309.00
20050331_northern_hemisphere_swe_0.25grid.nc,122.00
20050401_northern_hemisphere_swe_0.25grid.nc,157.00
20050402_northern_hemisphere_swe_0.25grid.nc,128.00
20050403_northern_hemisphere_swe_0.25grid.nc,494.00
20050404_northern_hemisphere_swe_0.25grid.nc,327.00
20050405_northern_hemisphere_swe_0.25grid.nc,242.00
20050406_northern_hemisphere_swe_0.25grid.nc,96.00
20050407_northern_hemisphere_swe_0.25grid.nc,22.00
20050408_northern_hemisphere_swe_0.25grid.nc,26.00
20050409_northern_hemisphere_swe_0.25grid.nc,0.00
20050410_northern_hemisphere_swe_0.25grid.nc,0.00
20050411_northern_hemisphere_swe_0.25grid.nc,0.00
20050412_northern_hemisphere_swe_0.25grid.nc,0.00
20050413_northern_hemisphere_swe_0.25grid.nc,0.00
20050414_northern_hemisphere_swe_0.25grid.nc,0.00
20050415_northern_hemisphere_swe_0.25grid.nc,0.00
20050416_northern_hemisphere_swe_0.25grid.nc,0.00
20050417_northern_hemisphere_swe_0.25grid.nc,0.00
20050418_northern_hemisphere_swe_0.25grid.nc,0.00
20050419_northern_hemisphere_swe_0.25grid.nc,0.00
20050420_northern_hemisphere_swe_0.25grid.nc,0.00
20050421_northern_hemisphere_swe_0.25grid.nc,0.00
20050422_northern_hemisphere_swe_0.25grid.nc,0.00
20050423_northern_hemisphere_swe_0.25grid.nc,0.00
20050424_northern_hemisphere_swe_0.25grid.nc,10.00
20050425_northern_hemisphere_swe_0.25grid.nc,0.00
20050426_northern_hemisphere_swe_0.25grid.nc,0.00
20050427_northern_hemisphere_swe_0.25grid.nc,0.00
20050428_northern_hemisphere_swe_0.25grid.nc,0.00
20050429_northern_hemisphere_swe_0.25grid.nc,0.00
20050430_northern_hemisphere_swe_0.25grid.nc,0.00
20050501_northern_hemisphere_swe_0.25grid.nc,0.00
20050502_northern_hemisphere_swe_0.25grid.nc,0.00
20050503_northern_hemisphere_swe_0.25grid.nc,0.00
20050505_northern_hemisphere_swe_0.25grid.nc,0.00
20050506_northern_hemisphere_swe_0.25grid.nc,0.00
20050507_northern_hemisphere_swe_0.25grid.nc,0.00
20050508_northern_hemisphere_swe_0.25grid.nc,0.00
20050509_northern_hemisphere_swe_0.25grid.nc,0.00
20050510_northern_hemisphere_swe_0.25grid.nc,0.00
20050511_northern_hemisphere_swe_0.25grid.nc,0.00
20050512_northern_hemisphere_swe_0.25grid.nc,0.00
20050513_northern_hemisphere_swe_0.25grid.nc,0.00
20050514_northern_hemisphere_swe_0.25grid.nc,0.00
20050515_northern_hemisphere_swe_0.25grid.nc,0.00
20050516_northern_hemisphere_swe_0.25grid.nc,0.00
20050517_northern_hemisphere_swe_0.25grid.nc,0.00
20050518_northern_hemisphere_swe_0.25grid.nc,0.00
20050519_northern_hemisphere_swe_0.25grid.nc,0.00
20050521_northern_hemisphere_swe_0.25grid.nc,0.00
